时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮
11/28/2013 05:00:00,19.5,6.98,221,15.8,3.74,1.91,0.078,0.46
11/28/2013 08:00:00,19.2,6.89,218,13.6,3.7,2.15,0.079,
11/28/2013 11:00:00,19.6,6.99,226,15.8,3.92,2.18,0.08,0.46
11/28/2013 14:00:00,20.1,6.99,231,15.1,4.2,2.69,0.077,0.49
11/28/2013 17:00:00,19.4,6.8,213,19.2,3.65,2.53,0.079,0.5
11/28/2013 20:00:00,19.6,6.86,219,15,3.62,2.41,0.078,0.5
11/28/2013 23:00:00,19.2,6.95,214,15.1,3.81,2.43,0.076,0.49
11/29/2013 02:00:00,19,6.93,212,15.2,3.72,2.3,0.073,0.49
11/29/2013 05:00:00,18.5,6.79,207,13.9,3.62,2,0.072,0.5
11/29/2013 08:00:00,18.8,6.86,212,13.8,3.62,2.07,0.072,0.5
11/29/2013 11:00:00,19.9,7.04,217,20.2,3.99,2.23,0.066,0.47
11/29/2013 14:00:00,19.6,6.94,222,15.6,4.05,2.68,0.072,0.46
11/29/2013 17:00:00,19.5,6.93,218,11.9,3.83,2.65,0.073,0.45
11/29/2013 20:00:00,18.8,6.84,209,18,3.7,2.33,0.073,0.49
11/29/2013 23:00:00,18.6,6.89,210,16.5,3.71,2.39,0.076,0.45
11/30/2013 02:00:00,18.9,7.19,214,16.8,3.63,2.27,0.074,0.47
11/30/2013 05:00:00,18.5,6.92,208,15.9,3.62,2.07,0.068,0.46
11/30/2013 08:00:00,18.5,6.92,207,15.9,3.6,2.1,0.072,0.45
11/30/2013 11:00:00,19.1,6.8,211,14.6,3.96,2.21,0.064,0.43
11/30/2013 14:00:00,19.8,6.98,219,17.1,4.24,2.84,0.058,0.41
11/30/2013 17:00:00,19.1,6.87,213,12.6,3.82,2.65,0.069,0.42
11/30/2013 20:00:00,18.5,6.89,207,18.9,3.61,2.35,0.072,0.45
11/30/2013 23:00:00,18.5,6.96,207,16.6,3.56,2.37,0.069,0.46
12/01/2013 02:00:00,18.2,6.95,207,17.6,3.44,2.08,0.072,0.47
12/01/2013 05:00:00,18.3,6.73,205,19.8,3.39,1.99,0.069,0.49
12/01/2013 08:00:00,18,6.83,206,13.5,3.47,2.02,0.07,0.46
12/01/2013 11:00:00,18.6,6.92,215,10.2,3.58,2.35,0.063,0.47
12/01/2013 14:00:00,19.5,6.87,223,7.5,3.39,2.85,0.07,0.49
12/01/2013 17:00:00,18.9,6.85,215,8.6,3.39,2.89,0.068,0.47
12/01/2013 20:00:00,18.3,7.01,209,14,3.05,2.42,0.069,0.51
12/01/2013 23:00:00,18.1,6.83,212,14.6,3.32,2.53,0.063,0.51
12/02/2013 02:00:00,18,6.85,211,10,3.26,2.41,0.068,0.5
12/02/2013 05:00:00,17.9,6.76,210,10.4,3.16,2.17,0.061,0.53
12/02/2013 08:00:00,18,6.79,210,10,3.12,2.39,0.062,0.48
12/02/2013 11:00:00,18.3,6.81,218,7.5,3.58,2.54,0.064,0.48
12/02/2013 14:00:00,18.9,6.86,216,12.1,3.32,2.35,0.071,0.5
12/02/2013 17:00:00,18.9,6.85,221,9,3.71,2.77,0.07,0.5
12/02/2013 20:00:00,18,7.11,210,14.9,3.48,3.79,0.074,0.5
12/02/2013 23:00:00,17.9,7.17,214,9.8,3.64,3.06,0.07,0.49
12/03/2013 02:00:00,17.8,7.16,209,12.5,3.52,2.42,0.069,0.5
12/03/2013 05:00:00,18.2,7.16,215,13.6,3.44,2.14,0.061,0.51
12/03/2013 08:00:00,17.8,7.19,212,8.9,3.46,2.17,0.067,0.51
12/03/2013 11:00:00,18.7,7.22,223,11.5,3.67,2.43,0.067,0.44
12/03/2013 14:00:00,19.4,7.16,232,4.6,4.14,2.99,0.067,0.46
12/03/2013 17:00:00,18.6,7.17,220,11,3.48,2.85,0.074,0.48
12/03/2013 20:00:00,18.1,7.33,223,18,3.73,2.6,0.076,0.47
12/03/2013 23:00:00,17.8,7.25,212,13.1,5.53,2.08,0.08,0.13
12/04/2013 02:00:00,17.6,7.12,212,7.9,4.05,2.34,0.077,0.43
12/04/2013 05:00:00,17.7,7.18,214,8.9,3.9,1.93,0.077,0.45
12/04/2013 08:00:00,17.6,7.18,214,7.8,3.9,2.22,0.077,0.43
12/04/2013 11:00:00,18.1,7.14,213,9.2,4.1,4.76,0.078,0.44
12/04/2013 14:00:00,18.8,7.12,232,7.1,4.53,3.71,0.08,0.42
12/04/2013 17:00:00,18.8,7.09,239,7.1,4.37,3.77,0.078,0.41
12/04/2013 20:00:00,17.8,7.11,216,11.2,3.46,2.82,0.081,0.44
12/04/2013 23:00:00,17.5,7.16,213,11.6,3.67,2.46,0.08,0.44
12/05/2013 02:00:00,17.4,7.12,212,9.4,3.72,2.5,0.075,0.45
12/05/2013 05:00:00,17.4,7.14,213,7.4,3.63,2.06,0.074,0.44
12/05/2013 08:00:00,17.4,7.14,215,7.9,3.73,2.23,0.072,0.42
12/05/2013 11:00:00,18.1,7.39,238,9.8,4.35,2.41,0.075,0.41
12/05/2013 14:00:00,18,7.01,225,3.9,4.05,2.43,0.074,0.41
12/05/2013 17:00:00,18.7,7.36,239,6.6,4.43,2.74,0.075,0.44
12/05/2013 20:00:00,17.9,7.14,226,7.2,4.15,2.88,0.073,0.42
12/05/2013 23:00:00,17.6,7.14,226,8,4.11,2.48,0.073,0.43
12/06/2013 02:00:00,17.7,7.17,220,7.1,3.93,2.27,0.073,0.41
12/06/2013 05:00:00,17.3,7.29,222,7.6,4.03,2.2,0.071,0.46
12/06/2013 08:00:00,17.5,7.16,218,6.6,3.84,2.17,0.071,0.41
12/06/2013 11:00:00,17.6,6.97,218,4.5,3.89,2.38,0.072,0.42
12/06/2013 14:00:00,18.6,7.21,234,4.5,4.57,2.86,0.074,0.41
12/06/2013 17:00:00,18.9,7.19,244,3.4,5.15,3.52,0.074,0.4
12/06/2013 20:00:00,17.6,7.17,226,5.9,3.92,2.78,0.075,0.39
12/06/2013 23:00:00,17.2,7.09,222,6,4.01,2.69,0.073,0.41
12/07/2013 02:00:00,17.5,7.12,222,4.1,3.98,2.63,0.071,0.41
12/07/2013 05:00:00,17,7.12,218,6.1,3.87,2.24,0.073,0.42
12/07/2013 08:00:00,17,7.07,216,5.1,3.88,2.23,0.072,0.43
12/07/2013 11:00:00,17.7,7.21,221,11.6,4.09,2.55,0.071,0.42
12/07/2013 14:00:00,18.1,7.15,224,3.8,4.76,2.6,0.073,0.39
12/07/2013 17:00:00,18.3,7.13,228,4.9,4.84,3.62,0.071,0.38
12/07/2013 20:00:00,17.7,7.2,217,11.6,3.66,2.72,0.072,0.4
12/07/2013 23:00:00,17.2,7.08,218,9.9,4.19,3.32,0.069,0.34
12/08/2013 02:00:00,17.5,7.13,221,6.6,4.14,3.15,0.066,0.34
12/08/2013 05:00:00,17.4,7.15,219,8,4.18,2.56,0.064,0.37
12/08/2013 08:00:00,17.2,7.12,218,8.4,3.97,2.36,0.067,0.35
12/08/2013 11:00:00,17.6,7.14,217,14.4,4.29,2.57,0.066,0.35
12/08/2013 14:00:00,18.8,7.41,244,14.2,5.2,3.51,0.068,0.33
12/08/2013 17:00:00,18.7,7.29,238,12.6,4.68,3.5,0.07,0.35
12/08/2013 20:00:00,17.9,7.18,236,11.1,4.36,3.93,0.065,0.34
12/08/2013 23:00:00,17.6,7.17,226,17.4,4.31,2.98,0.065,0.33
12/09/2013 02:00:00,17.3,7.13,226,11.1,4.45,3.04,0.065,0.32
12/09/2013 05:00:00,17.5,7.14,233,11.8,4.38,2.72,0.064,0.33
12/09/2013 08:00:00,17.4,6.99,223,7.4,4.12,2.82,0.062,0.32
12/09/2013 11:00:00,17.9,7.12,232,11.6,4.68,3.73,0.068,0.32
12/09/2013 14:00:00,18.3,7.18,234,16.6,4.84,4.08,0.07,0.31
12/09/2013 17:00:00,18.3,7.26,238,19.5,4.31,3.56,0.07,0.32
12/09/2013 20:00:00,17.7,7.04,232,12.8,4.41,3.78,0.073,0.32
12/09/2013 23:00:00,17.5,7.19,220,14.4,4.55,3.4,0.074,0.33
12/10/2013 02:00:00,17.3,7.12,218,18.4,4.24,2.47,0.074,0.36
12/10/2013 05:00:00,17.2,7.09,219,15.9,4.26,2.28,0.071,0.38
12/10/2013 08:00:00,17.4,7,224,14.8,4.11,2.41,0.074,0.34
12/10/2013 11:00:00,17.4,7.09,224,12,4.53,2.52,0.077,0.36
12/10/2013 14:00:00,17.2,7.01,218,12.1,4.28,2.52,0.076,0.36
12/10/2013 17:00:00,17.3,7.07,227,10.5,4.36,2.7,0.075,0.36
12/10/2013 20:00:00,17.3,7.06,232,12,4.43,2.87,0.075,0.35
12/10/2013 23:00:00,17.2,7.04,222,14.4,4.28,2.56,0.079,0.36
12/11/2013 02:00:00,17,6.97,221,14.1,4.26,2.23,0.082,0.36
12/11/2013 05:00:00,17,7,219,12.4,4.2,2.17,0.079,0.37
12/11/2013 08:00:00,17.3,7.2,226,14.4,4.19,2.13,0.076,0.42
12/11/2013 11:00:00,17.1,6.9,220,6.5,4.24,1.99,0.078,0.36
12/11/2013 14:00:00,17.4,7.07,230,11.1,6.21,2.86,0.088,0.35
12/11/2013 17:00:00,16.7,6.95,221,12.2,5.41,2.58,0.084,0.37
12/11/2013 20:00:00,16.8,7.02,215,20.6,5.22,2.43,0.089,0.39
12/11/2013 23:00:00,16.8,7.05,225,16.2,5.43,2.8,0.087,0.35
12/12/2013 02:00:00,16.9,7.04,224,14.9,5.41,2.91,0.085,0.37
12/12/2013 05:00:00,16.8,7.04,221,11.5,5.28,2.43,0.085,0.36
12/12/2013 08:00:00,16.8,7.06,224,13,5.16,2.48,0.087,0.35
12/12/2013 11:00:00,17.1,6.99,217,9.4,5.49,2.54,0.083,0.37
12/12/2013 14:00:00,17.4,7.12,217,14.1,5.89,2.65,0.084,0.35
12/12/2013 17:00:00,17.2,7.01,226,6,6.53,3.19,0.088,0.35
12/12/2013 20:00:00,17.3,7.06,216,14.8,5.05,2.5,0.087,0.34
12/12/2013 23:00:00,16.8,7.01,218,12.8,4.97,2.82,0.085,0.35
12/13/2013 02:00:00,17,6.92,224,17.8,4.96,2.97,0.086,0.38
12/13/2013 05:00:00,16.8,6.93,218,11.8,4.93,2.44,0.085,0.37
12/13/2013 08:00:00,16.6,6.94,212,12.8,4.72,2.49,0.087,0.36
12/13/2013 11:00:00,17.1,7.09,246,10,4.82,3.38,0.137,0.38
12/13/2013 14:00:00,17.5,7.06,226,8.1,5.97,3.23,0.087,0.4
12/13/2013 17:00:00,18.3,7.34,246,9,6.25,3.94,0.089,0.4
12/13/2013 20:00:00,17,7.01,213,18.8,4.74,2.6,0.093,0.39
12/13/2013 23:00:00,16.9,7.01,218,10.8,5.29,3.03,0.088,0.37
12/14/2013 02:00:00,16.5,6.99,217,8.4,5.17,2.88,0.088,0.38
12/14/2013 05:00:00,16.7,6.93,211,9.4,5.11,2.75,0.087,0.4
12/14/2013 08:00:00,16.9,6.98,214,11.1,5.03,2.58,0.088,0.39
12/14/2013 11:00:00,17.4,7.07,222,13.6,5.61,3.06,0.083,0.37
12/14/2013 14:00:00,17.2,7.1,219,9.4,5.79,3.38,0.083,0.37
12/14/2013 17:00:00,17.1,6.99,222,10.4,5.39,3.41,0.086,0.43
12/14/2013 20:00:00,16.9,6.99,206,19.8,4.93,2.88,0.082,0.39
12/14/2013 23:00:00,16.8,6.96,209,15,4.96,2.93,0.078,0.37
12/15/2013 02:00:00,16.4,6.87,203,11.9,5.09,2.83,0.076,0.38
12/15/2013 05:00:00,16.7,7.1,210,13.1,5.05,2.51,0.072,0.39
12/15/2013 08:00:00,16.8,6.87,205,12.5,4.89,2.7,0.075,0.39
12/15/2013 11:00:00,16.9,6.95,219,11.4,5.66,3.74,0.073,0.39
12/15/2013 14:00:00,16.6,6.82,208,8.9,5.57,3.43,0.075,0.38
12/15/2013 17:00:00,16.8,6.93,210,9.5,5.62,3.58,0.073,0.38
12/15/2013 20:00:00,16.7,6.96,214,16.8,5.41,4,0.074,0.42
12/15/2013 23:00:00,16.8,7.06,208,15.6,5.28,3.05,0.076,0.46
12/16/2013 02:00:00,16.5,6.96,212,14.6,5.45,3.38,0.079,0.47
12/16/2013 05:00:00,16.2,6.89,206,14.6,5.24,2.78,0.081,0.52
12/16/2013 08:00:00,16.3,6.96,208,17,5.25,2.96,0.089,0.54
12/16/2013 11:00:00,16.2,6.88,204,10.8,5.14,2.76,0.094,0.55
12/16/2013 14:00:00,16.9,7.16,214,18.9,5.41,2.65,0.091,0.58
12/16/2013 17:00:00,16.2,7.09,213,20.9,5.45,3.14,0.094,0.55
12/16/2013 20:00:00,16.1,6.97,203,18.4,5.49,2.66,0.096,0.54
12/16/2013 23:00:00,16,6.94,200,19.8,5.79,2.59,0.097,0.52
12/17/2013 02:00:00,15.8,6.91,198,27,5.85,2.74,0.097,0.5
12/17/2013 05:00:00,15.8,6.89,186,25.5,6.09,2.41,0.098,0.52
12/17/2013 08:00:00,15.6,6.95,179,27.9,6.39,2.8,0.107,0.52
12/17/2013 11:00:00,15.5,6.95,173,32,6.7,2.56,0.106,0.52
12/17/2013 14:00:00,16.1,7,180,41.8,6.78,2.84,0.104,0.51
12/17/2013 17:00:00,15.6,6.92,166,58.6,6.93,2.81,0.105,0.51
12/17/2013 20:00:00,15.5,6.98,164,65.1,7.23,2.8,0.105,0.56
12/17/2013 23:00:00,15.2,6.92,164,62.5,7.18,2.73,0.115,0.67
12/18/2013 02:00:00,15.2,6.92,164,58.4,7.23,2.83,0.117,0.69
12/18/2013 05:00:00,15.1,6.98,164,57,7.57,2.62,0.117,0.71
12/18/2013 08:00:00,14.9,6.9,153,57.6,7.76,2.63,0.119,0.64
12/18/2013 11:00:00,15,7.15,161,62,7.86,2.96,0.137,0.51
12/18/2013 14:00:00,14.7,6.98,149,54.1,7.89,2.91,0.13,0.57
12/18/2013 17:00:00,15,6.99,153,54.9,7.86,2.93,0.125,0.53
12/18/2013 20:00:00,14.8,6.98,155,49.6,8.23,2.88,0.122,0.51
12/18/2013 23:00:00,14.8,6.98,155,47,8.03,2.66,0.12,0.51
12/19/2013 02:00:00,14.8,6.99,153,40.4,7.97,2.64,0.113,0.51
12/19/2013 05:00:00,14.6,6.98,154,42.9,8.02,2.46,0.112,0.53
12/19/2013 08:00:00,14.9,7.02,160,44.1,7.9,2.53,0.111,0.51
12/19/2013 11:00:00,14.9,6.99,155,37.2,8.4,2.84,0.112,0.47
12/19/2013 14:00:00,14.8,6.83,150,31.6,8.15,2.7,0.108,0.48
12/19/2013 17:00:00,14.8,6.86,152,33.2,8.15,2.62,0.11,0.47
12/19/2013 20:00:00,14.6,7.02,151,36,8.43,2.67,0.109,0.43
12/19/2013 23:00:00,14.5,6.78,146,35,8.47,2.38,0.113,0.44
12/20/2013 02:00:00,14.4,6.89,150,31.9,8.43,2.51,0.106,0.43
12/20/2013 05:00:00,14.4,6.95,150,30.8,8.41,2.25,0.107,0.44
12/20/2013 08:00:00,14.3,6.88,152,31,8.35,2.46,0.107,0.44
12/20/2013 11:00:00,15,7.17,168,34.1,8.57,3.25,0.105,0.43
12/20/2013 14:00:00,15.1,6.94,151,26.4,8.62,2.68,0.108,0.42
12/20/2013 17:00:00,15.2,7.05,160,28.5,8.65,2.85,0.109,0.42
12/20/2013 20:00:00,14.5,6.87,155,34.4,8.23,2.83,0.111,0.44
12/20/2013 23:00:00,14.2,6.94,153,32.1,8.02,2.62,0.11,0.46
12/21/2013 02:00:00,14.6,6.95,160,34.6,7.61,2.31,0.108,0.5
12/21/2013 05:00:00,14.2,6.89,156,28,7.44,2.25,0.107,0.49
12/21/2013 08:00:00,14.1,6.74,153,32.8,7.45,2.41,0.109,0.49
12/21/2013 11:00:00,14.1,6.85,160,33,7.26,2.68,0.114,0.49
12/21/2013 14:00:00,14.8,6.93,157,25.6,7.66,2.48,0.104,0.51
12/21/2013 17:00:00,14.4,6.82,158,24.1,7.57,2.53,0.106,0.45
12/21/2013 20:00:00,14.4,6.92,168,27.5,7.7,3.03,0.11,0.39
12/21/2013 23:00:00,14.2,7.01,161,24.8,7.8,2.28,0.107,0.36
12/22/2013 02:00:00,13.8,6.9,162,21.6,7.73,2.26,0.11,0.34
12/22/2013 05:00:00,13.8,6.89,162,21.9,7.74,2.02,0.108,0.41
12/22/2013 08:00:00,14.4,7.01,169,29.9,7.85,2.18,0.106,0.38
12/22/2013 11:00:00,15,7.14,178,26.9,8.16,2.18,0.111,0.35
12/22/2013 14:00:00,14.6,7.08,172,16,8.35,2.19,0.108,0.37
12/22/2013 17:00:00,14.6,6.92,168,18.8,8.19,2.22,0.112,0.36
12/22/2013 20:00:00,14,6.9,164,16.9,8.2,2.26,0.109,0.36
12/22/2013 23:00:00,14.1,6.91,168,19.1,8.38,2.25,0.111,0.35
12/23/2013 02:00:00,14.4,6.88,170,25.1,8.14,2.02,0.111,0.36
12/23/2013 05:00:00,14.1,7.03,168,20,8.27,1.8,0.112,0.4
12/23/2013 08:00:00,14.5,7.07,170,19.6,8.12,1.94,0.113,0.38
12/23/2013 11:00:00,14.3,7.13,169,23.5,8.25,2.13,0.119,0.43
12/23/2013 14:00:00,14.7,6.94,154,20.4,8.2,2.02,0.112,0.31
12/23/2013 17:00:00,14.3,6.88,154,23.1,8.67,2.26,0.117,0.42
12/23/2013 20:00:00,14.1,6.94,153,28.6,8.15,2.25,0.116,0.38
12/23/2013 23:00:00,14,6.91,150,20.8,7.91,2.22,0.111,0.35
12/24/2013 02:00:00,14.1,6.88,153,22.4,7.82,2.13,0.108,0.39
12/24/2013 05:00:00,13.9,6.95,155,25.4,7.62,1.97,0.107,0.44
12/24/2013 08:00:00,13.9,6.87,158,25.2,7.3,2.2,0.105,0.45
12/24/2013 11:00:00,14,6.71,156,23,7.03,2.47,0.104,0.51
12/24/2013 14:00:00,14.7,6.82,164,21.2,7.07,2.4,0.103,0.5
12/24/2013 17:00:00,14.3,6.77,156,21,7.01,2.67,0.09,0.48
12/24/2013 20:00:00,14.5,7.01,164,26.5,6.89,2.64,0.09,0.6
12/24/2013 23:00:00,13.6,6.65,155,20,6.91,2.69,0.089,0.46
12/25/2013 02:00:00,13.8,6.96,155,23.9,6.78,2.53,0.09,0.47
12/25/2013 05:00:00,13.9,6.76,158,21,6.71,2.22,0.086,0.55
12/25/2013 08:00:00,13.9,6.82,158,23.2,6.71,2.22,0.087,0.48
12/25/2013 11:00:00,14.2,6.89,164,24.2,7.34,2.85,0.09,0.43
12/25/2013 14:00:00,14.5,6.82,164,20.8,7.19,2.8,0.089,0.46
12/25/2013 17:00:00,14.6,6.76,166,21.1,7.49,2.9,0.088,0.46
12/25/2013 20:00:00,14,6.76,157,19,7.22,2.46,0.088,0.46
12/25/2013 23:00:00,13.8,7.06,161,17,7.11,2.38,0.088,0.44
12/26/2013 02:00:00,13.9,6.77,155,18.2,7.09,2.49,0.089,0.46
12/26/2013 05:00:00,13.6,6.76,155,19,7.14,2.16,0.088,0.45
12/26/2013 08:00:00,13.8,6.66,159,20.4,7.59,2.44,0.087,0.46
12/26/2013 11:00:00,,,,,,2.44,0.087,0.46
12/26/2013 14:00:00,14.2,6.8,163,17.2,7.47,2.91,0.087,0.45
12/26/2013 17:00:00,14.5,6.89,167,17.2,7.43,3.29,0.098,0.52
12/26/2013 20:00:00,14,6.82,160,19.2,7.45,2.68,0.093,0.36
12/26/2013 23:00:00,14.3,7.03,164,23.4,7.32,2.59,0.09,0.44
12/27/2013 02:00:00,13.6,6.82,158,20.8,7.18,2.48,0.089,0.47
12/27/2013 05:00:00,13.5,6.8,158,18.9,7.49,2.32,0.089,0.5
12/27/2013 08:00:00,13.4,6.98,163,19,7.54,2.31,0.093,0.53
12/27/2013 14:00:00,13.5,6.73,160,14.5,7.36,2.57,0.094,0.55
12/27/2013 17:00:00,13.5,6.58,156,15.4,7.61,2.59,0.098,0.55
12/27/2013 20:00:00,13.4,6.73,164,23.4,7.65,2.56,0.104,0.57
12/27/2013 23:00:00,12.8,6.7,152,18.5,7.89,2.25,0.103,0.58
12/28/2013 02:00:00,13,6.73,152,19.4,7.95,2.15,0.102,0.57
12/28/2013 05:00:00,13.2,6.96,158,22.6,7.84,1.89,0.103,0.61
12/28/2013 08:00:00,12.9,6.76,152,21,7.77,1.98,0.105,0.57
12/28/2013 11:00:00,13.5,6.8,160,18.4,8.01,2.76,0.094,0.54
12/28/2013 14:00:00,13.9,6.87,165,23.6,8.01,3.01,0.094,0.57
12/28/2013 17:00:00,,,,,,3.01,0.106,0.57
12/28/2013 20:00:00,11.9,6.85,158,33.6,,3.01,0.106,0.57
12/28/2013 23:00:00,13.9,6.87,175,22.6,7.8,2.57,0.098,0.5
12/29/2013 02:00:00,12.8,6.61,167,14.9,7.45,2.59,0.1,0.51
12/29/2013 05:00:00,13,6.71,172,16.9,7.57,2.06,0.095,0.52
12/29/2013 08:00:00,12.7,6.71,172,17.4,7.61,2.26,0.095,0.53
12/29/2013 11:00:00,13.5,6.82,203,15.2,7.64,3.47,0.095,0.46
12/29/2013 14:00:00,13.8,6.81,200,13.2,7.63,3.32,0.093,0.5
12/29/2013 17:00:00,13.8,6.81,195,16.2,7.61,3.34,0.101,0.55
12/29/2013 20:00:00,,,,,,3.34,0.101,0.55
12/29/2013 23:00:00,13.3,7.05,196,19.6,7.95,3.52,0.099,0.49
12/30/2013 02:00:00,12.6,6.83,178,16,8.79,2.69,0.097,0.52
12/30/2013 05:00:00,12.7,6.8,163,14.5,8.12,2.31,0.096,0.47
12/30/2013 08:00:00,13.4,7.01,189,15.9,7.85,2.16,0.097,0.51
12/30/2013 11:00:00,13.8,6.85,191,17.4,7.95,2.59,0.098,0.45
12/30/2013 14:00:00,13.6,6.77,192,12.9,7.47,2.67,0.102,0.48
12/30/2013 17:00:00,13.8,7,192,11.8,7.93,3.17,0.102,0.49
12/30/2013 20:00:00,12.9,6.69,178,21.5,7.39,2.47,0.111,0.58
12/30/2013 23:00:00,12.4,6.81,172,16.2,7.56,2.09,0.109,0.57
12/31/2013 02:00:00,12.5,6.97,174,14.5,7.68,2.3,0.11,0.58
12/31/2013 05:00:00,12.8,6.7,172,18.1,7.41,2.05,0.109,0.59
12/31/2013 08:00:00,12.4,6.71,176,13.5,7.29,1.84,0.108,0.53
12/31/2013 11:00:00,13.1,6.71,180,12.6,7.51,2.76,0.097,0.55
12/31/2013 14:00:00,13.5,6.82,178,10.6,7.87,2.91,0.096,0.57
12/31/2013 17:00:00,13.3,6.74,174,7.8,7.81,2.88,0.096,0.57
12/31/2013 20:00:00,12.8,6.82,174,17.9,7.97,3.35,0.104,0.52
12/31/2013 23:00:00,12.5,6.76,167,14.6,8.01,2.47,0.1,0.5
01/01/2014 02:00:00,12.4,6.76,164,14.4,7.8,2.1,0.098,0.49
01/01/2014 05:00:00,12.2,6.77,170,15.8,7.97,1.97,0.097,0.51
01/01/2014 08:00:00,12.2,6.77,164,17.8,7.86,2.02,0.1,0.49
01/01/2014 11:00:00,12.8,6.74,172,19.5,8.04,2.8,0.097,0.5
01/01/2014 14:00:00,13.5,6.89,174,14.9,8.19,2.75,0.092,0.48
01/01/2014 17:00:00,13.4,6.77,166,13.4,8.31,2.88,0.097,0.5
01/01/2014 20:00:00,12.8,6.81,175,20.8,8.11,3.19,0.096,0.45
01/01/2014 23:00:00,12.5,6.86,172,21.6,7.95,2.75,0.097,0.46
01/02/2014 02:00:00,12.1,6.78,169,22,7.97,2.43,0.097,0.47
01/02/2014 05:00:00,12.8,6.86,176,26.8,7.93,2.12,0.094,0.45
01/02/2014 08:00:00,12.1,6.84,168,16.2,7.99,2.29,0.096,0.45
01/02/2014 11:00:00,12.8,6.9,182,16.9,8.02,2.69,0.093,0.49
01/02/2014 14:00:00,13.5,6.86,180,15.4,7.78,3.04,0.095,0.5
01/02/2014 17:00:00,13.8,6.91,185,19.5,7.69,3.3,0.092,0.51
01/02/2014 20:00:00,13.2,6.88,176,17.6,6.94,3.35,0.092,0.65
01/02/2014 23:00:00,13.2,6.82,174,14,6.67,2.79,0.09,0.75
01/03/2014 02:00:00,13.1,6.76,175,10.5,6.49,2.75,0.086,0.69
01/03/2014 05:00:00,13.3,6.91,187,11,6.83,3.06,0.084,0.71
01/03/2014 08:00:00,13.6,6.76,182,13.9,6.95,3.04,0.081,0.72
01/03/2014 11:00:00,14.1,6.79,187,9.9,7.39,3.98,0.078,0.65
01/03/2014 14:00:00,14.7,6.76,177,8.5,7.26,3.69,0.078,0.66
01/03/2014 17:00:00,14.4,6.7,187,7.4,7.31,3.64,0.082,0.64
01/03/2014 20:00:00,13.9,6.82,169,18,7.47,2.74,0.083,0.59
01/03/2014 23:00:00,13.2,6.76,170,12.4,7.47,3.05,0.084,0.54
01/04/2014 02:00:00,13.1,6.76,170,12.5,7.47,2.49,0.084,0.55
01/04/2014 05:00:00,13.1,6.77,166,12.9,7.45,2.39,0.083,0.58
01/04/2014 08:00:00,12.9,6.75,169,12.4,7.36,2.12,0.082,0.54
01/04/2014 11:00:00,13.8,6.93,179,8.9,7.66,3.04,0.076,0.56
01/04/2014 14:00:00,13.9,6.7,172,6.6,7.41,3.27,0.076,0.58
01/04/2014 17:00:00,14.1,6.67,180,9.5,7.61,3.24,0.082,0.56
01/04/2014 20:00:00,13.6,6.66,176,16.9,7.24,2.57,0.079,0.56
01/04/2014 23:00:00,13.1,6.72,174,13.9,7.1,2.49,0.077,0.57
01/05/2014 02:00:00,13,6.8,174,12.8,7.08,2.49,0.073,0.57
01/05/2014 05:00:00,13,6.67,171,11.5,7.09,2.17,0.069,0.61
01/05/2014 08:00:00,12.7,6.66,170,11.1,6.98,2.18,0.071,0.57
01/05/2014 11:00:00,13.6,6.75,179,15.9,7.33,2.42,0.072,0.6
01/05/2014 14:00:00,13.6,6.7,173,10.8,7.22,2.59,0.078,0.6
01/05/2014 17:00:00,13.9,6.76,176,13.5,7.57,2.67,0.077,0.63
01/05/2014 20:00:00,13.1,6.55,165,22.8,7.61,2.36,0.09,0.54
01/05/2014 23:00:00,13.4,6.68,164,22.8,7.82,2.27,0.088,0.52
01/06/2014 02:00:00,13,6.71,164,17.5,7.99,2.15,0.084,0.5
01/06/2014 05:00:00,12.7,6.59,163,15.8,7.99,2,0.085,0.51
01/06/2014 08:00:00,13,6.71,170,17.1,8.06,2.14,0.083,0.47
01/06/2014 11:00:00,14,6.89,171,18.5,8.25,2.23,0.081,0.47
01/06/2014 14:00:00,13.8,6.78,164,16.8,8.3,2.47,0.08,0.45
01/06/2014 17:00:00,13.8,6.65,163,13.8,8.28,2.57,0.083,0.5
01/06/2014 20:00:00,13.3,6.71,166,13.1,7.91,2.58,0.078,0.47
01/06/2014 23:00:00,13.3,6.75,162,11.5,7.93,2.44,0.077,0.41
01/07/2014 02:00:00,13,6.86,159,9.9,7.8,2.17,0.075,0.45
01/07/2014 05:00:00,13,6.77,161,11,7.84,1.98,0.075,0.46
01/07/2014 08:00:00,13.3,7.08,162,10,8.17,2.65,0.079,0.45
01/07/2014 11:00:00,13.6,7.16,171,10.1,8.09,2.78,0.074,0.49
01/07/2014 14:00:00,14.1,7.17,169,9.1,8.1,2.9,0.071,0.5
01/07/2014 17:00:00,14.4,7.27,170,10.8,8.1,2.74,0.071,0.49
01/07/2014 20:00:00,14.8,7.35,174,13.5,7.96,2.68,0.071,0.55
01/07/2014 23:00:00,14,7.18,160,7.6,7.8,2.62,0.072,0.53
01/08/2014 02:00:00,14,7.18,161,6.1,7.92,2.42,0.072,0.52
01/08/2014 05:00:00,14,7.2,161,6.6,8.12,2.28,0.068,0.55
01/08/2014 08:00:00,13.8,7.18,162,8.8,7.95,2.47,0.075,0.53
