时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,挥发酚,六价铬,氯化物
11/30/2013 05:00:00,,,,,,,,,,,
11/30/2013 08:00:00,16.90,8.20,132.00,20.60,6.96,1.62,0.11,0.06,0.00,0.00,19.00
11/30/2013 11:00:00,16.50,8.26,134.00,25.10,8.50,1.97,0.12,0.06,0.00,0.00,16.20
11/30/2013 14:00:00,18.30,8.32,134.00,29.90,7.83,2.00,0.11,0.05,0.00,0.00,14.70
11/30/2013 17:00:00,17.80,8.36,134.00,29.80,7.83,1.53,0.11,0.04,0.00,0.00,9.70
11/30/2013 20:00:00,,,,,,,,,,,
11/30/2013 23:00:00,,,,,,,,,,,
12/01/2013 02:00:00,17.00,8.28,135.00,29.50,7.93,1.83,0.11,0.05,0.00,0.00,0.50
12/01/2013 05:00:00,,,,,,,,,,,
12/01/2013 08:00:00,,,,,,,,,,,
12/01/2013 08:50:00,,,,,,,,,,,
12/02/2013 14:00:00,,,,,,1.82,,0.07,0.00,0.00,0.50
12/02/2013 17:00:00,,,,,,1.81,0.09,0.07,0.00,0.00,
12/02/2013 20:00:00,,,,,,2.11,0.09,0.08,0.00,0.00,
12/02/2013 23:00:00,,,,,,1.88,0.09,0.08,0.00,0.00,
12/03/2013 02:00:00,,,,,,1.75,0.09,0.07,0.00,0.00,
12/03/2013 05:00:00,,,,,,1.98,0.09,0.07,0.00,,
12/03/2013 08:00:00,,,,,,1.93,0.09,0.07,0.00,0.00,
12/03/2013 11:00:00,,,,,,1.87,0.11,0.06,0.00,0.00,
12/03/2013 14:00:00,,,,,,1.79,0.11,0.04,0.00,0.00,
12/03/2013 17:00:00,,,,,,1.94,0.11,0.06,0.00,0.00,
12/03/2013 20:00:00,,,,,,1.53,0.11,0.06,0.00,0.00,
12/03/2013 23:00:00,,,,,,1.93,0.11,0.07,0.00,0.00,
12/04/2013 02:00:00,,,,,,1.95,0.10,0.06,0.00,0.00,
12/04/2013 05:00:00,,,,,,1.86,0.10,0.07,0.00,0.00,
12/06/2013 17:50:00,,,,,,3.55,0.12,0.13,0.00,0.00,0.50
12/06/2013 20:50:00,,,,,,2.55,0.10,0.09,0.00,0.00,0.50
12/06/2013 23:50:00,,,,,,1.94,0.09,0.08,0.00,0.00,0.50
12/07/2013 02:50:00,,,,,,1.95,0.08,0.07,0.00,0.00,0.50
12/07/2013 05:50:00,,,,,,1.77,0.08,0.07,0.00,0.00,0.50
12/07/2013 08:50:00,,,,,,1.78,0.08,0.09,0.00,0.00,0.50
12/07/2013 11:50:00,,,,,,,,,,,0.50
12/07/2013 14:50:00,,,,,,,,,,,0.50
12/08/2013 13:56:00,,,,,,3.13,0.11,0.05,0.00,0.00,5.60
12/08/2013 15:20:00,,,,,,3.13,0.11,0.05,0.00,0.00,5.60
12/08/2013 20:00:00,,,,,,0.25,0.00,0.00,0.00,0.00,0.50
12/08/2013 23:00:00,,,,,,2.07,0.10,0.07,0.00,0.00,6.30
12/09/2013 02:00:00,,,,,,2.03,0.11,0.07,0.00,0.00,6.20
12/09/2013 05:00:00,,,,,,2.40,0.12,0.06,0.00,0.00,6.40
12/09/2013 08:00:00,,,,,,2.33,0.11,0.06,0.00,0.00,6.50
12/09/2013 14:23:00,21.10,8.76,,43.00,8.23,2.97,0.18,0.09,0.00,0.10,8.20
12/09/2013 16:46:00,19.80,7.73,131.00,21.50,8.44,1.69,0.12,0.04,0.00,0.00,6.20
12/09/2013 18:00:00,19.60,7.86,134.00,21.00,8.53,1.78,0.11,0.07,0.00,0.00,6.40
12/10/2013 00:00:00,19.50,7.05,132.00,9.00,8.30,1.79,0.10,0.07,0.00,0.00,6.10
12/10/2013 03:00:00,19.50,6.62,131.00,7.70,8.21,1.44,0.10,0.09,0.00,0.00,5.90
12/10/2013 06:00:00,19.20,7.23,133.00,23.90,8.23,1.93,0.11,0.05,0.00,0.00,2.10
12/10/2013 09:00:00,19.00,7.16,134.00,20.40,8.22,1.94,0.10,0.06,0.00,0.00,6.30
12/10/2013 15:26:00,19.00,6.61,132.00,8.70,8.14,1.71,0.11,0.09,0.00,0.00,6.20
12/10/2013 18:26:00,18.70,7.28,133.00,20.00,8.16,2.28,0.10,0.06,0.00,0.00,6.30
12/10/2013 21:26:00,18.50,7.05,133.00,13.50,8.15,1.97,0.10,0.07,0.00,0.00,10.60
12/11/2013 00:26:00,18.60,6.64,132.00,10.20,8.09,1.97,0.10,0.12,0.00,0.00,2.00
12/11/2013 03:26:00,18.50,6.60,135.00,9.40,8.09,1.97,0.10,0.12,0.00,0.00,2.00
12/11/2013 06:26:00,18.40,6.61,132.00,10.80,8.06,2.22,0.11,0.08,0.00,0.00,6.10
12/11/2013 09:26:00,18.40,6.88,133.00,13.40,8.08,2.31,0.11,0.09,0.00,0.00,6.20
12/11/2013 12:26:00,18.70,6.90,133.00,14.30,8.08,2.18,0.11,0.10,0.00,0.00,6.10
12/11/2013 15:26:00,18.60,6.74,134.00,7.20,8.07,1.87,0.11,0.10,0.00,0.00,8.60
12/11/2013 18:26:00,18.50,7.01,134.00,13.90,8.08,2.16,0.11,0.09,0.00,0.00,6.10
12/11/2013 21:26:00,18.20,7.26,135.00,13.70,8.09,1.94,0.11,0.10,0.00,0.00,6.40
12/12/2013 03:26:00,17.90,6.57,135.00,8.60,8.03,1.79,0.11,0.09,0.00,0.00,6.20
12/12/2013 06:26:00,18.00,6.48,135.00,6.20,7.97,1.67,0.10,0.11,0.00,0.00,6.20
12/12/2013 09:26:00,17.80,7.03,136.00,20.60,8.02,2.13,0.12,0.09,0.00,0.00,6.70
12/12/2013 12:26:00,18.30,7.33,134.00,16.70,8.08,2.23,0.11,0.08,0.00,0.00,5.40
12/12/2013 15:00:00,18.20,7.12,136.00,7.90,8.06,1.90,0.16,0.12,0.00,0.00,6.00
12/13/2013 00:00:00,17.80,7.16,136.00,10.60,8.03,2.02,0.11,0.13,0.00,0.00,6.40
12/13/2013 03:00:00,17.60,6.71,137.00,5.70,7.97,1.80,0.11,0.15,0.00,0.00,5.60
12/13/2013 09:00:00,17.90,6.93,138.00,15.20,8.00,3.25,0.20,0.20,0.00,0.03,14.40
12/13/2013 12:00:00,18.20,7.05,138.00,13.70,8.02,2.32,0.12,0.15,0.00,0.00,6.40
12/13/2013 18:00:00,17.70,7.25,139.00,9.70,8.11,1.84,0.11,0.12,0.00,0.00,6.30
12/13/2013 21:00:00,17.10,8.73,135.00,19.60,8.23,1.97,0.11,0.09,0.00,0.00,2.20
12/14/2013 00:00:00,17.70,7.71,140.00,14.60,8.10,2.00,0.11,0.15,0.00,0.00,6.70
12/14/2013 03:00:00,17.50,7.42,140.00,10.60,8.09,1.62,0.11,0.15,0.00,0.00,6.40
12/14/2013 06:00:00,17.30,7.12,140.00,8.60,8.04,1.51,0.11,0.11,0.00,0.00,6.50
12/14/2013 09:00:00,16.80,7.86,138.00,11.90,8.05,1.97,0.11,0.10,0.00,0.00,6.50
12/14/2013 12:00:00,17.60,7.47,143.00,21.90,8.03,2.11,0.13,0.18,0.00,0.00,6.90
12/14/2013 15:00:00,17.50,7.42,139.00,19.00,8.06,2.10,0.11,0.12,0.00,0.00,6.60
12/14/2013 18:00:00,17.30,7.21,141.00,9.40,8.05,1.66,0.11,0.08,0.00,0.00,5.50
12/14/2013 21:00:00,17.00,7.57,140.00,12.10,8.04,1.58,0.11,0.11,0.00,0.00,6.50
12/15/2013 00:00:00,17.50,7.34,142.00,15.30,8.02,1.89,0.12,0.20,0.00,0.00,6.90
12/15/2013 03:00:00,17.20,7.24,141.00,11.90,8.04,1.63,0.11,0.12,0.00,0.00,6.80
12/16/2013 12:00:00,,,,,,,,,,,
12/16/2013 17:09:00,16.60,7.17,148.00,21.80,8.40,1.79,0.12,0.25,0.00,0.00,6.60
12/16/2013 21:00:00,15.70,7.73,145.00,22.40,8.29,1.89,0.12,0.20,0.00,0.00,6.50
12/17/2013 03:00:00,16.70,6.84,146.00,17.30,8.15,1.65,0.12,0.19,0.00,0.00,6.60
12/17/2013 06:00:00,16.60,6.79,147.00,14.70,8.13,1.72,0.13,0.22,0.00,0.00,6.50
12/17/2013 09:00:00,,,,,,,,,,,
12/17/2013 12:00:00,,,,,,,,,,,
12/17/2013 15:00:00,15.10,,141.00,25.70,8.49,2.04,0.14,0.16,0.00,0.00,6.00
12/17/2013 18:00:00,,,,,,,,,,,
12/18/2013 11:15:00,,,,,,,,,,,
12/18/2013 11:56:00,14.90,8.32,141.00,22.40,8.63,2.04,0.14,0.16,0.00,0.00,6.00
12/18/2013 17:00:00,16.20,8.06,142.00,31.70,5.89,2.28,0.13,0.20,0.00,0.00,6.30
12/18/2013 20:00:00,16.20,8.08,141.00,28.30,5.86,2.24,0.13,0.20,0.00,0.00,4.70
12/19/2013 02:00:00,14.10,8.20,87.00,27.70,9.79,2.15,0.13,0.13,0.00,0.00,6.50
12/19/2013 05:00:00,15.80,8.03,140.00,27.80,5.98,2.25,0.13,0.15,0.00,0.00,6.30
12/19/2013 08:00:00,15.60,8.01,140.00,26.60,5.87,2.22,0.13,0.13,0.00,0.00,6.50
12/19/2013 11:00:00,16.00,7.99,141.00,23.60,5.66,2.09,0.12,0.14,0.00,0.00,6.40
12/19/2013 23:00:00,,,,,,,,,,,
12/20/2013 02:00:00,,,,,,,,,,,
12/20/2013 05:00:00,12.00,8.38,137.00,13.40,10.87,2.44,0.11,0.08,0.00,0.00,6.60
12/20/2013 08:00:00,12.70,8.30,138.00,6.70,9.61,1.92,0.11,0.10,0.00,0.00,6.50
12/20/2013 11:00:00,16.30,7.95,141.00,19.90,5.58,2.09,0.12,0.15,0.00,0.00,6.50
12/20/2013 14:00:00,,,,,,,,,,,
12/20/2013 17:00:00,,,,,,,,,,,
12/20/2013 20:00:00,16.20,8.08,142.00,17.30,5.70,2.34,0.12,0.16,0.00,0.00,6.20
12/20/2013 23:00:00,15.70,7.99,141.00,12.80,5.66,1.86,0.11,0.17,0.00,0.00,6.40
12/21/2013 02:00:00,,,,,,,,,,,
12/21/2013 05:00:00,15.10,8.00,140.00,26.40,6.64,2.18,0.11,0.13,0.00,0.00,6.30
12/21/2013 08:00:00,15.60,7.95,141.00,26.60,5.82,2.20,0.11,0.14,0.00,0.00,6.50
12/21/2013 11:00:00,15.20,8.02,140.00,11.40,7.93,1.78,0.12,0.13,0.00,0.00,6.50
12/21/2013 14:00:00,,,,,,,,,,,
12/21/2013 17:00:00,16.20,8.06,142.00,22.50,6.15,2.31,0.12,0.17,0.00,0.00,6.40
12/21/2013 20:00:00,16.00,7.98,141.00,13.00,6.12,2.03,0.12,0.19,0.00,0.00,8.80
12/21/2013 23:00:00,15.40,7.97,140.00,17.20,6.25,1.78,0.11,0.19,0.00,0.00,6.40
12/22/2013 05:00:00,15.40,7.94,141.00,16.20,6.39,1.73,0.12,0.17,0.00,0.00,6.80
12/22/2013 08:00:00,15.00,7.95,142.00,14.30,6.48,2.28,0.11,0.19,0.00,0.00,6.80
12/22/2013 17:00:00,15.90,7.98,144.00,20.00,6.46,,0.12,0.23,,0.00,6.60
12/22/2013 20:00:00,15.30,7.99,141.00,15.30,6.44,,0.11,0.18,,0.00,6.50
12/23/2013 09:00:00,,,,,,,,,,,
12/23/2013 13:25:00,15.50,8.11,140.00,12.20,6.73,0.25,0.10,0.24,0.00,0.00,5.50
12/23/2013 21:30:00,15.40,7.91,140.00,16.70,6.71,1.84,0.11,0.27,0.00,0.00,6.80
12/24/2013 00:30:00,,,,,,,,,,,
12/24/2013 03:30:00,15.30,8.03,141.00,18.10,6.85,2.09,0.11,0.26,0.00,0.00,4.80
12/24/2013 06:30:00,15.40,7.97,141.00,16.70,6.80,2.09,0.11,0.27,0.00,0.00,2.00
12/24/2013 09:30:00,15.00,7.97,143.00,16.50,6.80,2.30,0.11,0.29,0.00,0.00,6.50
12/24/2013 20:00:00,15.40,7.98,143.00,15.50,6.99,2.09,0.12,0.33,0.00,0.00,2.10
12/24/2013 23:00:00,15.00,7.95,145.00,14.30,7.02,2.10,0.12,0.39,0.00,0.00,6.60
12/25/2013 02:00:00,14.00,7.98,145.00,10.40,7.77,2.68,0.11,0.36,,0.00,6.80
12/25/2013 05:00:00,,,,,,,,,,,
12/25/2013 08:00:00,14.80,8.12,145.00,12.80,7.06,2.28,0.12,0.39,0.00,0.00,6.30
12/25/2013 20:00:00,14.80,7.93,145.00,14.90,7.18,3.17,0.12,0.39,0.00,0.00,6.00
12/26/2013 02:00:00,14.60,7.93,146.00,9.30,7.14,2.86,0.12,0.43,0.00,0.00,6.40
12/26/2013 05:00:00,14.10,7.96,146.00,10.60,8.27,2.80,0.12,0.35,0.00,0.00,6.70
12/26/2013 08:00:00,14.40,7.92,146.00,13.50,7.24,2.93,0.12,0.37,0.00,0.00,6.80
12/26/2013 14:00:00,15.70,7.94,147.00,11.90,7.26,2.99,0.12,0.41,0.00,0.00,6.50
12/26/2013 23:00:00,14.10,7.94,55.00,16.90,7.44,2.10,0.12,0.40,0.00,0.00,6.50
12/27/2013 02:00:00,13.80,7.91,147.00,10.30,7.46,2.04,0.12,0.45,0.00,0.00,6.60
12/27/2013 05:00:00,12.80,7.95,147.00,8.80,8.68,2.36,0.12,0.36,0.00,0.00,6.40
12/27/2013 08:00:00,12.10,8.09,146.00,16.90,10.25,2.23,0.12,0.27,0.00,0.00,6.80
12/27/2013 11:00:00,14.00,7.93,147.00,14.40,7.75,1.82,0.12,0.39,0.00,0.00,6.30
12/27/2013 14:00:00,14.80,7.93,147.00,13.20,7.74,1.86,0.12,0.42,,0.00,6.40
12/27/2013 17:00:00,13.20,8.17,147.00,5.00,9.66,1.73,0.12,0.32,,0.00,6.40
12/27/2013 20:00:00,,,,,,,,,,,
12/27/2013 23:00:00,13.40,7.93,147.00,14.00,8.00,2.16,0.12,0.43,,0.00,6.10
12/28/2013 02:00:00,13.10,7.91,147.00,10.80,7.82,2.05,0.12,0.45,,0.00,6.40
12/28/2013 05:00:00,12.50,7.90,146.00,13.90,7.95,1.49,0.11,0.40,,0.00,6.20
12/28/2013 08:00:00,,,,,,,,,,,
12/28/2013 11:00:00,12.90,7.94,148.00,15.00,8.48,1.95,0.12,0.39,,0.00,5.90
12/28/2013 14:00:00,,,,,,,,,,,
12/28/2013 19:00:00,12.50,8.07,146.00,8.90,9.70,3.57,0.22,0.42,0.00,0.14,23.50
12/29/2013 01:00:00,13.30,7.91,145.00,16.70,7.92,1.66,0.12,0.40,0.00,0.00,6.40
12/29/2013 04:00:00,13.20,7.89,144.00,12.20,7.86,1.70,0.11,0.41,0.00,0.00,6.30
12/29/2013 07:00:00,12.50,7.89,143.00,12.10,8.19,1.55,0.10,0.33,0.00,0.00,6.30
12/29/2013 10:00:00,12.00,8.08,148.00,6.10,10.30,1.55,0.09,0.17,,0.00,7.30
12/29/2013 18:00:00,12.90,7.93,143.00,14.90,8.35,,,,0.00,,
12/29/2013 21:00:00,11.80,8.09,147.00,12.00,10.32,1.95,0.10,0.22,0.00,0.00,7.40
12/30/2013 00:00:00,12.80,7.94,148.00,20.00,8.30,2.20,0.12,0.41,0.00,0.00,6.50
12/30/2013 03:00:00,12.50,7.89,143.00,14.80,8.03,2.02,0.11,0.34,0.00,0.00,6.30
12/30/2013 06:00:00,12.80,7.86,139.00,11.80,7.86,1.92,0.11,0.35,0.00,0.00,6.30
12/30/2013 10:00:00,11.80,8.04,146.00,17.60,11.06,,,,0.00,,
12/30/2013 14:00:00,13.30,7.98,148.00,15.80,9.27,,,0.77,0.00,0.18,39.70
12/31/2013 09:00:00,12.40,8.00,138.00,18.20,8.47,,,,0.00,,
12/31/2013 14:00:00,14.20,7.82,146.00,21.90,7.60,,,0.66,0.00,,16.40
12/31/2013 17:00:00,14.10,7.84,140.00,16.70,8.19,4.91,0.18,0.65,0.00,0.00,7.00
12/31/2013 20:00:00,,,,,,,,,,,
12/31/2013 23:00:00,,,,,,,,,,,
01/01/2014 02:00:00,,,,,,,,,,,
01/01/2014 05:00:00,,,,,,,,,,,
01/01/2014 08:00:00,,,,,,,,,,,
01/01/2014 11:00:00,,,,,,,,,,,
01/01/2014 12:00:00,13.50,7.87,143.00,20.70,9.36,3.09,0.12,0.28,0.00,0.00,7.30
01/01/2014 14:00:00,14.30,7.87,147.00,25.80,8.75,2.50,0.14,0.43,0.00,0.00,6.90
01/01/2014 17:00:00,14.10,7.83,138.00,18.30,8.41,2.32,0.11,0.37,0.00,0.00,6.90
01/01/2014 20:00:00,13.40,7.83,135.00,11.60,8.41,2.13,0.11,0.35,0.00,0.00,7.10
01/01/2014 23:00:00,12.80,7.84,138.00,14.00,9.06,2.28,0.11,0.31,0.00,0.00,7.30
01/02/2014 02:00:00,12.70,7.83,145.00,22.60,8.78,2.49,0.12,0.38,0.00,0.00,7.90
01/02/2014 05:00:00,13.10,7.81,136.00,13.40,8.39,2.10,0.11,0.34,0.00,0.00,7.20
01/02/2014 08:00:00,13.00,7.80,133.00,13.60,8.41,2.13,0.10,0.38,0.00,0.00,7.20
01/02/2014 11:00:00,13.70,7.82,135.00,11.70,9.14,1.91,0.10,0.30,0.00,0.00,5.90
01/02/2014 17:00:00,14.10,7.84,135.00,20.40,8.75,2.66,0.11,0.38,0.00,0.00,6.80
01/02/2014 20:00:00,13.90,7.83,133.00,12.60,8.42,2.16,0.10,0.35,0.00,0.00,7.10
01/02/2014 23:00:00,13.80,7.84,136.00,13.10,9.37,2.64,0.10,0.28,0.00,0.00,7.20
01/03/2014 02:00:00,13.80,7.82,145.00,23.20,8.92,2.68,0.13,0.42,0.00,0.00,7.90
01/03/2014 05:00:00,13.80,7.76,133.00,19.00,8.54,2.17,0.11,0.32,0.00,0.00,7.10
01/03/2014 08:00:00,13.70,7.78,132.00,16.10,8.28,2.27,0.10,0.31,0.00,0.00,6.80
01/03/2014 11:00:00,14.70,7.78,132.00,18.10,8.10,2.36,0.10,0.22,0.00,0.00,4.90
01/03/2014 14:00:00,16.50,7.92,146.00,117.00,10.34,2.34,0.12,0.23,,0.00,7.70
01/03/2014 17:00:00,14.70,7.94,135.00,40.10,8.68,2.94,0.11,0.38,0.00,0.00,7.00
01/03/2014 20:00:00,,,,,,,,,,,
01/03/2014 23:00:00,14.70,7.86,131.00,13.40,8.24,2.04,0.11,0.30,0.00,0.00,7.00
01/04/2014 02:00:00,14.70,7.96,146.00,20.30,9.97,2.35,0.11,0.23,0.00,0.00,7.70
01/04/2014 05:00:00,14.20,7.87,135.00,21.60,8.35,2.19,0.11,0.32,0.00,0.00,7.30
01/04/2014 08:00:00,14.00,7.83,133.00,21.40,8.42,2.30,0.10,0.25,0.00,0.00,7.10
01/04/2014 11:00:00,14.80,7.81,131.00,13.10,8.57,2.16,0.09,0.28,0.00,0.00,6.90
01/04/2014 14:00:00,16.10,7.95,144.00,19.30,9.85,2.60,0.12,0.18,0.00,0.00,7.60
01/04/2014 17:00:00,15.00,7.90,142.00,28.30,8.90,2.55,0.11,0.37,0.00,0.00,7.50
01/04/2014 20:00:00,14.40,7.82,133.00,18.10,8.51,2.67,0.10,0.29,0.00,0.00,7.20
01/04/2014 23:00:00,,,,,,,,,,,
01/05/2014 02:00:00,14.00,7.82,136.00,38.00,9.88,2.92,0.11,0.27,0.00,0.00,7.00
01/05/2014 05:00:00,13.80,7.77,139.00,27.40,8.38,2.68,0.12,0.38,0.00,0.00,5.80
01/05/2014 08:00:00,13.60,7.74,132.00,21.90,8.55,2.65,0.11,0.30,0.00,0.00,7.10
01/05/2014 11:00:00,14.10,7.74,129.00,16.30,8.51,2.32,0.10,0.31,0.00,0.00,3.80
01/05/2014 14:00:00,14.60,7.77,133.00,23.20,9.25,2.33,0.10,0.27,0.00,0.00,7.10
01/05/2014 17:00:00,14.40,7.79,140.00,27.00,8.62,2.45,0.11,0.40,0.00,0.00,6.60
01/05/2014 20:00:00,14.00,7.77,131.00,19.40,8.62,2.35,0.09,0.29,0.00,0.00,7.30
01/05/2014 23:00:00,13.40,7.76,129.00,15.90,8.78,2.35,0.09,0.32,0.00,0.00,6.00
01/06/2014 05:00:00,13.00,7.76,140.00,26.50,9.98,2.73,0.11,0.28,0.00,0.00,7.70
01/06/2014 08:00:00,13.20,7.74,130.00,20.20,8.51,2.41,0.10,0.31,0.00,0.00,5.90
01/06/2014 09:00:00,13.30,7.73,129.00,17.40,8.56,2.54,0.10,0.31,0.00,0.00,5.90
01/06/2014 12:00:00,13.70,7.74,129.00,16.00,8.63,2.54,0.10,0.28,0.00,,6.80
01/06/2014 15:00:00,14.60,7.78,134.00,22.70,9.25,2.33,0.11,0.25,0.00,0.00,6.60
01/06/2014 18:00:00,14.00,7.86,142.00,20.60,9.93,2.32,0.10,0.24,0.00,0.00,7.40
01/06/2014 21:00:00,13.90,7.80,130.00,17.30,8.63,2.05,0.10,0.31,0.00,0.00,6.90
01/07/2014 00:00:00,13.70,7.76,129.00,16.40,8.42,2.49,0.09,0.30,0.00,0.00,7.00
01/07/2014 03:00:00,13.50,7.85,141.00,9.80,9.74,2.02,0.08,0.19,,0.00,7.40
01/07/2014 06:00:00,13.70,7.78,136.00,21.70,8.87,2.66,0.11,0.32,0.00,0.00,7.40
01/07/2014 09:00:00,13.80,7.74,129.00,23.90,8.51,2.03,0.10,0.30,0.00,0.00,7.00
01/07/2014 12:00:00,14.90,7.74,127.00,15.10,8.46,2.13,0.10,0.30,0.00,0.00,6.90
01/07/2014 15:00:00,16.40,7.76,130.00,12.10,8.48,2.47,0.09,0.29,0.00,0.00,6.80
01/07/2014 18:00:00,,,,,,,,,,,
01/07/2014 21:00:00,14.50,7.77,129.00,18.20,9.03,2.71,0.09,0.29,0.00,0.00,6.90
01/08/2014 03:00:00,14.10,7.79,129.00,14.00,8.36,2.18,0.08,0.26,0.00,0.00,6.90
01/08/2014 06:00:00,14.20,7.82,141.00,16.20,10.07,2.33,0.08,0.20,,0.00,7.60
01/08/2014 09:00:00,14.60,7.76,129.00,18.80,8.49,2.44,0.09,0.26,0.00,0.00,7.00
01/08/2014 12:00:00,14.90,7.71,126.00,13.40,8.33,2.50,0.09,0.31,0.00,0.00,6.60
01/08/2014 15:00:00,16.50,7.77,135.00,11.40,8.64,2.09,0.08,0.24,0.00,0.00,7.20
01/08/2014 18:00:00,,,,,,,,,,,
01/08/2014 21:00:00,15.20,8.05,150.00,3.90,9.55,2.44,0.07,0.12,0.00,0.00,7.70
01/09/2014 00:00:00,14.40,7.85,127.00,18.60,8.55,2.32,0.09,0.27,0.00,0.00,6.80
01/09/2014 03:00:00,13.70,7.75,132.00,10.30,8.94,2.16,0.08,0.22,,0.00,7.20
01/09/2014 06:00:00,13.50,7.96,152.00,2.70,10.29,2.02,0.08,0.12,,0.00,8.10
01/09/2014 09:00:00,13.50,7.83,140.00,12.70,9.99,2.67,0.10,0.23,0.00,0.00,7.40
01/09/2014 12:00:00,13.80,7.71,126.00,19.70,8.47,2.35,0.09,0.28,0.00,0.00,7.00
01/09/2014 15:00:00,,,,,,,,,,,
01/09/2014 18:00:00,,,,,,,,,,,
01/09/2014 20:00:00,13.10,7.88,141.00,8.70,10.24,2.55,0.09,0.24,0.00,0.00,3.30
01/09/2014 23:00:00,,,,,,,,,,,
01/10/2014 02:00:00,12.40,7.90,134.00,9.80,9.48,2.10,0.08,0.25,0.00,0.00,7.00
01/10/2014 05:00:00,12.40,7.75,133.00,9.90,9.20,2.15,0.08,0.23,0.00,0.00,7.30
01/10/2014 08:00:00,,,,,,,,,,,
01/10/2014 10:52:00,13.50,7.82,124.00,24.10,9.47,2.15,0.09,0.34,0.00,0.00,7.30
01/10/2014 14:00:00,13.40,7.64,122.00,25.20,8.77,2.71,0.09,0.39,0.00,0.00,
01/10/2014 17:00:00,13.40,7.59,121.00,16.80,8.67,2.61,0.08,0.40,0.00,0.00,8.70
01/10/2014 18:25:00,13.40,7.57,121.00,15.30,8.67,2.19,0.08,0.39,0.00,0.00,8.70
01/10/2014 23:00:00,13.40,7.60,123.00,26.40,8.92,2.73,0.09,0.29,0.00,0.00,6.80
01/11/2014 02:00:00,13.20,7.61,121.00,24.50,8.50,2.69,0.09,0.35,0.00,0.00,
01/11/2014 05:00:00,13.10,7.57,120.00,23.80,8.76,2.56,0.09,0.33,0.00,0.00,6.60
01/11/2014 08:00:00,13.20,7.56,121.00,27.50,8.68,2.52,0.09,0.33,0.00,0.00,6.60
01/11/2014 11:00:00,13.40,7.56,124.00,27.10,8.84,2.32,0.10,0.31,0.00,0.00,6.80
01/11/2014 14:00:00,8.80,7.61,123.00,22.70,10.44,2.45,0.09,0.33,0.00,0.00,6.80
01/11/2014 17:00:00,13.40,7.59,120.00,25.80,8.46,2.59,0.09,0.30,0.00,0.00,6.50
01/11/2014 20:00:00,13.40,7.58,120.00,18.70,8.58,2.54,0.10,0.30,0.00,0.00,6.60
01/11/2014 23:00:00,13.60,7.58,124.00,16.90,8.66,2.71,0.10,0.29,0.00,0.00,
01/12/2014 02:00:00,13.30,7.59,121.00,22.50,8.52,2.40,0.09,0.30,0.00,0.00,
01/12/2014 05:00:00,13.10,7.57,120.00,17.50,8.61,2.42,0.09,0.30,0.00,0.00,
01/12/2014 08:00:00,13.10,7.58,120.00,14.00,8.51,2.48,0.09,0.28,0.00,0.00,
01/12/2014 11:00:00,13.60,7.57,123.00,18.30,8.69,2.82,0.10,0.33,0.00,0.00,6.60
01/12/2014 14:00:00,13.70,7.58,121.00,15.70,8.70,2.44,0.10,0.33,0.00,0.00,6.80
01/12/2014 15:16:00,13.50,7.60,121.00,26.30,8.71,2.44,0.10,0.33,0.00,,
01/12/2014 20:00:00,13.30,7.62,121.00,10.30,8.34,2.57,0.09,0.31,0.00,0.00,6.60
01/12/2014 23:00:00,13.40,7.59,123.00,17.10,8.47,2.95,0.10,0.46,0.00,0.00,7.00
01/13/2014 02:00:00,13.30,7.58,121.00,11.90,8.47,2.70,0.09,0.35,0.00,0.00,6.70
01/13/2014 05:00:00,13.10,7.58,121.00,10.70,8.34,2.69,0.10,0.35,0.00,0.00,6.70
01/13/2014 08:00:00,13.00,7.58,120.00,8.00,8.40,2.41,0.09,0.34,0.00,0.00,6.40
01/13/2014 11:00:00,13.20,7.57,123.00,20.40,8.41,2.52,0.11,0.37,0.00,0.00,6.80
01/13/2014 14:00:00,13.30,7.57,125.00,17.10,8.35,2.88,0.11,0.52,0.00,0.00,
01/13/2014 17:00:00,13.10,7.58,122.00,12.40,8.38,2.20,0.10,0.34,,0.00,6.70
01/13/2014 20:00:00,13.00,7.59,121.00,10.70,8.40,2.19,0.10,0.31,,,6.20
01/13/2014 23:00:00,13.00,7.57,122.00,15.60,8.48,2.67,0.10,0.34,,,6.70
01/14/2014 01:11:00,13.00,7.58,124.00,22.50,8.54,2.59,0.11,0.38,0.00,,7.00
01/14/2014 02:22:00,12.90,7.57,122.00,11.50,8.35,2.44,0.10,0.32,0.00,,6.30
01/14/2014 03:34:00,12.80,7.58,122.00,11.10,8.44,2.35,0.10,0.33,0.00,,6.20
01/14/2014 05:46:00,12.70,7.58,121.00,10.20,8.41,2.46,0.10,0.30,0.00,,6.40
01/14/2014 06:58:00,12.70,7.57,121.00,11.50,8.37,2.46,0.09,0.34,0.00,,6.10
01/14/2014 08:10:00,12.70,7.56,119.00,10.00,8.33,2.56,0.10,0.35,0.00,,6.00
01/14/2014 09:22:00,12.70,7.55,120.00,15.10,8.37,2.18,0.10,0.33,0.00,,6.10
01/14/2014 12:00:00,12.90,7.53,123.00,21.30,8.49,2.53,0.11,0.34,0.00,,6.80
01/14/2014 15:00:00,12.90,7.56,124.00,18.10,8.62,2.84,0.11,0.36,0.00,0.00,6.70
01/15/2014 02:00:00,12.50,7.58,124.00,20.80,8.53,2.70,0.10,0.42,0.00,0.00,7.40
