时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,蓝绿藻
06/13/2014 21:00:00,26.00,5.26,73.00,0.70,5.50,3.59,0.08,0.84,0.88,0.21,2303.54
06/14/2014 00:00:00,25.60,5.23,62.00,2.60,6.28,1.27,0.07,0.84,0.96,0.22,1476.90
06/14/2014 03:00:00,24.80,5.15,62.00,3.10,5.49,1.26,0.07,0.84,1.04,0.20,2373.88
06/14/2014 06:00:00,25.10,5.34,62.00,2.70,6.30,1.38,0.08,0.85,0.96,0.21,1679.33
06/14/2014 09:00:00,27.40,5.87,62.00,5.20,6.29,1.50,0.08,0.82,1.02,0.27,1476.90
06/14/2014 12:00:00,30.20,6.30,75.00,4.50,6.23,6.15,0.10,0.79,0.74,0.23,3678.95
06/14/2014 15:00:00,31.30,6.29,78.00,2.80,5.98,6.38,0.08,0.81,0.96,0.48,3332.89
06/14/2014 18:00:00,28.80,5.75,86.00,1.50,5.34,,0.09,0.80,1.00,4.25,1988.35
06/14/2014 21:00:00,26.90,5.28,75.00,2.60,6.33,4.29,0.08,0.81,0.84,4.47,3957.10
06/15/2014 00:00:00,25.70,5.10,66.00,3.00,5.88,1.96,0.07,0.81,0.98,4.15,2439.39
06/15/2014 03:00:00,25.00,5.10,65.00,1.80,5.01,1.86,0.07,0.82,0.99,4.10,2557.52
06/15/2014 06:00:00,25.50,5.32,67.00,1.30,5.62,2.29,0.07,0.82,1.00,4.20,4105.30
06/15/2014 09:00:00,26.70,5.66,66.00,3.20,5.06,1.79,0.07,0.81,1.05,4.32,1792.90
06/15/2014 12:00:00,29.10,6.02,70.00,0.60,,2.87,0.07,0.80,0.99,4.22,3000.78
06/15/2014 15:00:00,29.00,,76.00,2.50,,5.08,0.09,0.81,0.98,4.50,3357.85
06/15/2014 18:00:00,27.10,,84.00,1.10,,,0.08,0.81,0.95,4.41,2645.58
06/15/2014 21:00:00,26.70,,88.00,6.50,,,0.08,0.82,0.90,4.87,3533.17
06/16/2014 00:00:00,26.40,,82.00,2.10,,4.51,0.06,0.83,0.95,4.44,4047.57
06/16/2014 03:00:00,26.50,,70.00,1.40,,1.64,0.06,0.85,1.09,4.34,3272.75
06/16/2014 06:00:00,26.60,,71.00,0.90,,2.40,0.06,0.85,1.05,4.19,1879.88
06/16/2014 09:00:00,26.70,,79.00,3.50,,4.47,0.07,0.84,0.98,4.54,2873.25
06/16/2014 12:00:00,27.10,,75.00,0.70,,3.18,0.07,0.85,1.01,4.44,2159.37
06/16/2014 15:00:00,26.90,6.67,65.00,5.20,5.22,1.56,0.08,0.88,1.02,0.23,1188.28
06/16/2014 18:00:00,25.90,6.91,67.00,1.80,,1.59,0.10,0.87,1.03,0.16,726.77
06/16/2014 21:00:00,25.70,7.10,72.00,3.30,5.27,2.13,0.07,0.89,1.00,0.18,1952.37
06/17/2014 00:00:00,25.60,7.13,68.00,2.50,,1.54,0.08,0.90,1.07,0.13,801.67
06/17/2014 03:00:00,25.90,7.18,68.00,2.30,,1.15,0.08,0.90,1.06,0.12,846.24
06/17/2014 06:00:00,26.00,7.23,69.00,0.90,,1.43,0.08,0.91,1.06,0.14,502.86
06/17/2014 12:00:00,,,,,,2.05,0.07,0.90,1.09,,0.00
06/17/2014 15:00:00,,,,,,2.06,0.07,0.90,1.07,,0.00
06/17/2014 18:00:00,,,,,,1.54,0.07,0.91,1.11,,0.00
06/17/2014 21:00:00,,,,,,2.09,0.14,0.92,0.90,,0.00
06/18/2014 00:00:00,,,,,,1.27,0.09,0.91,1.02,,0.00
06/18/2014 03:00:00,,,,,,1.51,0.09,0.91,0.99,,0.00
06/18/2014 06:00:00,,,,,,0.98,0.08,0.90,1.09,,0.00
06/18/2014 09:00:00,,,,,,1.74,0.08,0.89,1.01,,0.00
06/18/2014 12:00:00,,,,,,2.30,0.08,0.88,1.02,,0.00
06/18/2014 15:00:00,,,,,,3.60,0.09,0.88,0.99,,0.00
06/18/2014 18:00:00,,,,,,2.35,0.08,0.89,1.01,,0.00
06/18/2014 21:00:00,,,,,,1.76,0.08,0.89,1.15,,0.00
06/19/2014 00:00:00,,,,,,2.35,0.08,0.88,1.12,,0.00
06/19/2014 03:00:00,,,,,,2.65,0.08,0.88,1.10,,0.00
06/19/2014 06:00:00,,,,,,2.02,0.09,0.88,1.04,,0.00
06/19/2014 09:00:00,,,,,,2.79,0.09,0.86,1.12,,0.00
06/19/2014 12:00:00,,,,,,2.02,0.09,0.85,1.12,,0.00
06/19/2014 15:00:00,,,,,,2.09,0.10,0.85,0.96,,0.00
06/19/2014 18:00:00,,,,,,2.49,0.09,0.83,1.03,,0.00
06/19/2014 21:00:00,,,,,,2.07,0.09,0.83,0.95,,0.00
06/20/2014 00:00:00,,,,,,1.37,0.12,0.82,0.76,,0.00
06/20/2014 03:00:00,,,,,,1.48,0.12,0.80,0.73,,0.00
06/20/2014 06:00:00,,,,,,1.88,0.14,0.77,0.69,,0.00
06/20/2014 09:00:00,,,,,,2.77,0.15,0.74,0.74,,0.00
06/20/2014 18:00:00,,,,,,1.85,0.14,0.78,0.53,,0.00
06/20/2014 21:00:00,,,,,,2.61,0.16,0.77,0.48,,0.00
06/21/2014 00:00:00,,,,,,2.04,0.28,0.77,0.03,,0.00
06/21/2014 03:00:00,,,,,,3.31,0.47,0.78,0.03,,0.00
06/21/2014 06:00:00,25.30,6.57,56.00,1.60,4.25,2.95,,0.78,0.03,0.16,1781.89
06/21/2014 09:00:00,25.70,6.76,68.00,1.50,5.76,3.57,,0.76,,2.07,2033.77
06/21/2014 12:00:00,23.80,6.46,66.00,1.00,5.51,2.22,0.47,0.75,0.03,1.51,1996.00
06/21/2014 15:00:00,26.20,6.83,68.00,1.50,5.83,2.51,0.38,0.75,0.03,2.05,2038.68
06/21/2014 18:00:00,27.90,7.08,70.00,1.90,6.04,2.12,0.33,0.75,0.03,2.40,2067.33
06/21/2014 21:00:00,27.40,7.01,69.00,1.80,5.98,2.16,0.30,0.76,0.03,2.29,2058.52
06/22/2014 00:00:00,26.60,6.88,68.00,1.60,5.87,1.99,0.27,0.76,0.03,2.12,2044.64
06/22/2014 03:00:00,28.00,7.11,70.00,2.00,6.07,1.85,0.26,0.76,0.03,2.44,2070.55
06/22/2014 06:00:00,24.00,6.49,66.00,1.00,5.53,2.20,0.25,0.75,0.03,1.56,1999.50
06/22/2014 09:00:00,27.10,6.97,69.00,1.80,5.95,2.15,0.27,0.74,0.03,2.25,2054.70
06/22/2014 12:00:00,25.60,6.74,68.00,1.40,5.75,2.82,0.24,0.73,0.03,1.91,2027.81
06/22/2014 15:00:00,27.90,7.09,70.00,1.90,6.05,2.59,0.22,0.73,0.03,2.41,2067.73
06/22/2014 18:00:00,26.70,6.90,69.00,1.70,5.89,3.06,0.21,0.72,0.03,2.15,2046.86
06/22/2014 21:00:00,26.30,6.85,68.00,1.60,5.84,2.55,0.22,0.73,0.03,2.07,2040.70
06/23/2014 00:00:00,24.60,6.58,67.00,1.20,5.61,2.07,0.22,0.73,0.03,2.38,2065.69
06/23/2014 03:00:00,24.70,6.60,67.00,1.20,5.63,2.05,0.23,0.73,0.03,2.09,2042.48
06/23/2014 06:00:00,26.50,6.88,68.00,1.60,5.86,2.45,0.24,0.72,0.03,2.23,2053.05
06/23/2014 09:00:00,26.10,6.82,68.00,1.50,5.81,2.90,0.23,0.71,0.03,2.00,2035.05
06/23/2014 12:00:00,26.90,6.93,69.00,1.70,5.91,3.07,0.20,0.70,0.03,1.84,2022.41
06/23/2014 15:00:00,25.80,6.44,48.00,5.90,6.92,2.38,0.20,0.72,0.03,0.58,1278.22
06/23/2014 18:00:00,24.70,6.35,46.00,5.90,6.35,1.46,0.20,0.72,0.03,0.56,827.99
06/23/2014 21:00:00,24.30,6.40,46.00,1.20,4.22,1.83,0.18,0.71,0.17,0.55,654.28
06/24/2014 00:00:00,24.30,6.39,47.00,1.00,4.27,2.35,0.17,0.70,0.14,0.62,637.90
06/24/2014 03:00:00,24.10,6.39,46.00,1.70,4.46,2.07,0.16,0.70,0.21,4.26,587.97
06/24/2014 06:00:00,24.00,6.42,48.00,1.00,4.53,1.74,0.16,0.69,0.25,4.53,696.97
06/24/2014 09:00:00,24.90,6.66,48.00,1.50,4.62,0.79,0.16,0.69,0.29,4.22,596.56
06/24/2014 12:00:00,25.80,6.73,48.00,2.00,4.55,1.99,0.17,0.69,0.28,4.30,648.91
06/24/2014 18:00:00,24.50,6.24,49.00,2.80,6.71,1.81,0.14,0.72,0.45,4.14,1838.00
06/24/2014 21:00:00,24.10,5.87,49.00,3.90,7.43,2.00,0.14,0.70,0.41,3.94,1264.53
06/25/2014 00:00:00,24.40,5.89,48.00,2.00,5.62,1.75,0.14,0.69,0.32,3.93,951.76
06/25/2014 03:00:00,24.10,5.66,48.00,1.90,5.94,1.91,0.14,0.69,0.34,3.94,599.24
06/25/2014 06:00:00,24.20,5.41,47.00,1.10,4.79,2.12,0.15,,0.27,3.92,557.09
06/25/2014 09:00:00,25.50,6.04,51.00,1.90,7.21,2.40,0.21,0.84,0.03,0.11,1245.74
06/25/2014 12:00:00,27.50,6.31,53.00,1.50,6.08,2.63,0.18,0.64,0.17,0.11,874.70
06/25/2014 15:00:00,26.90,6.33,53.00,3.00,6.72,2.73,0.17,0.23,0.17,0.09,1127.88
06/25/2014 18:00:00,25.60,5.95,53.00,5.20,4.86,3.01,0.19,1.56,0.03,0.08,620.99
06/25/2014 21:00:00,25.00,6.03,53.00,1.00,4.83,2.29,0.20,1.60,0.03,0.09,812.41
06/26/2014 00:00:00,24.60,6.07,53.00,1.00,7.41,2.15,0.19,1.97,0.03,0.10,654.55
06/26/2014 03:00:00,24.70,6.33,55.00,1.40,6.79,1.68,0.19,0.03,0.14,0.09,678.44
06/26/2014 06:00:00,24.70,6.42,55.00,1.60,6.74,1.59,0.19,0.03,1.21,0.08,591.73
06/26/2014 09:00:00,26.00,6.72,56.00,1.20,6.95,1.93,0.18,0.34,0.05,0.10,725.70
06/26/2014 12:00:00,27.50,6.90,58.00,1.30,7.27,2.12,0.15,0.15,0.30,0.08,529.71
06/26/2014 15:00:00,27.70,6.78,58.00,1.70,7.35,2.12,0.15,2.63,0.23,0.09,675.49
06/26/2014 18:00:00,26.60,6.63,61.00,0.50,5.85,3.10,0.13,1.66,0.31,0.09,566.22
06/26/2014 21:00:00,25.40,6.59,57.00,0.70,6.33,2.10,0.15,0.31,0.27,0.07,510.64
06/27/2014 00:00:00,25.10,6.75,57.00,0.70,6.96,2.14,0.15,0.82,0.32,0.10,662.07
06/27/2014 03:00:00,25.00,6.76,57.00,1.30,6.50,1.85,0.13,0.53,0.42,0.09,586.62
06/27/2014 06:00:00,25.10,6.76,57.00,0.70,5.82,1.90,0.13,,0.38,0.08,524.61
06/27/2014 09:00:00,26.30,7.06,57.00,0.80,6.75,2.21,0.14,0.38,0.35,0.10,659.38
06/27/2014 12:00:00,27.60,7.18,59.00,0.70,7.38,2.11,0.12,0.12,0.54,0.10,607.83
06/27/2014 15:00:00,27.90,7.38,61.00,2.70,5.97,3.08,0.13,2.45,0.44,0.09,669.85
06/27/2014 18:00:00,26.60,7.17,60.00,0.90,6.03,2.77,0.11,,0.46,0.09,476.82
06/27/2014 21:00:00,25.80,7.26,56.00,1.40,6.36,1.50,0.11,0.33,0.49,0.10,514.67
06/28/2014 00:00:00,25.50,7.34,56.00,1.50,7.74,1.64,0.11,1.17,0.49,0.12,529.71
06/28/2014 03:00:00,25.40,7.41,56.00,2.60,7.08,1.92,0.12,2.64,0.56,0.09,534.27
06/28/2014 06:00:00,25.40,7.43,56.00,2.30,7.81,1.58,0.12,0.59,0.41,0.11,577.23
06/28/2014 09:00:00,26.90,7.49,56.00,2.80,7.10,1.77,0.12,0.35,0.52,0.10,427.95
06/28/2014 12:00:00,27.40,7.72,57.00,1.60,6.90,2.02,0.10,0.78,0.56,0.12,548.77
06/28/2014 15:00:00,27.60,8.57,59.00,2.20,7.51,3.08,0.10,,0.56,0.20,1344.27
06/28/2014 18:00:00,26.70,7.75,55.00,1.70,7.52,1.90,0.10,0.06,0.58,0.20,783.96
06/28/2014 21:00:00,26.00,7.73,55.00,3.80,6.25,2.06,0.09,0.06,0.64,0.18,584.21
06/29/2014 00:00:00,25.60,7.29,56.00,1.20,5.47,1.30,0.08,0.06,0.66,0.17,561.66
06/29/2014 03:00:00,25.40,7.21,54.00,2.00,6.89,1.24,0.10,0.06,0.50,0.16,1328.70
06/29/2014 06:00:00,25.40,7.19,54.00,3.60,5.46,1.23,0.10,0.03,0.49,0.18,472.79
06/29/2014 09:00:00,26.80,7.37,54.00,1.40,5.40,1.25,0.09,0.07,0.59,0.16,585.01
06/29/2014 12:00:00,28.60,7.65,55.00,1.40,5.76,1.47,0.09,1.19,0.58,0.17,476.01
06/29/2014 15:00:00,29.00,7.71,55.00,1.70,6.67,1.54,0.08,1.10,0.59,0.17,756.57
06/29/2014 18:00:00,27.30,7.48,54.00,2.10,6.21,1.47,0.09,1.04,0.59,0.17,519.77
06/29/2014 21:00:00,26.10,7.41,54.00,1.00,7.01,1.53,0.09,0.99,0.59,0.16,473.33
06/30/2014 00:00:00,25.80,7.43,55.00,0.50,5.95,2.03,0.09,0.95,0.59,0.16,414.80
06/30/2014 03:00:00,25.90,7.34,56.00,6.00,7.02,1.49,0.09,0.98,0.65,0.17,574.54
06/30/2014 06:00:00,25.90,7.34,55.00,1.40,6.26,1.53,0.09,0.97,0.73,0.17,442.72
06/30/2014 09:00:00,26.90,7.36,56.00,3.40,7.05,1.55,0.10,0.96,0.63,0.17,527.29
06/30/2014 12:00:00,28.90,7.60,59.00,3.40,6.70,1.94,0.09,0.95,0.77,0.17,495.07
06/30/2014 15:00:00,29.20,7.74,59.00,1.60,7.68,1.83,0.08,0.96,0.61,0.18,634.15
06/30/2014 18:00:00,27.80,7.61,60.00,2.00,9.00,1.78,0.09,0.96,0.76,0.20,899.94
06/30/2014 21:00:00,26.80,7.53,60.00,0.70,7.99,2.29,0.08,0.96,0.74,0.17,453.19
07/01/2014 00:00:00,26.50,7.60,58.00,1.50,8.01,2.04,0.09,0.96,0.72,0.19,446.75
07/01/2014 03:00:00,26.60,7.52,57.00,3.20,8.20,2.54,0.09,0.96,0.76,0.21,443.79
07/01/2014 06:00:00,26.60,7.40,57.00,1.00,7.96,1.60,0.09,0.96,0.67,0.20,569.44
07/01/2014 09:00:00,27.60,7.44,59.00,3.10,9.08,1.71,0.10,0.87,0.66,0.21,463.93
07/01/2014 12:00:00,29.70,7.82,61.00,3.20,8.68,1.60,0.09,0.97,0.70,0.28,524.07
07/01/2014 15:00:00,29.30,8.00,62.00,3.30,8.12,2.67,0.08,0.92,0.74,0.29,458.29
07/01/2014 18:00:00,28.20,7.86,63.00,0.90,7.30,2.24,0.08,0.03,0.81,0.27,448.63
07/01/2014 21:00:00,27.20,7.78,62.00,2.10,8.22,2.28,0.09,0.03,0.77,0.32,473.86
07/02/2014 00:00:00,26.90,7.77,62.00,1.00,8.13,2.64,0.09,0.05,0.73,0.28,508.77
07/02/2014 03:00:00,26.80,7.63,60.00,2.50,8.30,1.36,0.09,0.06,0.65,0.27,492.66
07/02/2014 06:00:00,26.90,7.57,61.00,1.10,8.31,1.85,0.11,0.06,0.59,0.31,612.40
07/02/2014 09:00:00,28.30,7.53,63.00,1.60,9.06,2.10,0.11,0.03,0.61,0.30,674.95
07/02/2014 12:00:00,29.40,7.88,62.00,2.50,8.31,2.45,0.12,0.03,0.56,0.40,626.36
07/02/2014 15:00:00,28.20,8.03,62.00,2.80,9.19,2.76,0.16,0.03,0.39,0.50,807.04
07/02/2014 18:00:00,28.30,7.78,61.00,1.20,8.06,2.69,0.12,0.03,0.54,0.49,708.51
07/02/2014 21:00:00,27.10,7.76,62.00,2.10,8.30,2.04,0.13,0.03,0.49,0.42,683.81
07/03/2014 00:00:00,26.70,7.68,60.00,0.90,7.72,2.10,0.12,0.03,0.52,0.43,680.86
07/03/2014 03:00:00,26.80,7.51,59.00,2.30,9.39,1.52,0.11,0.06,0.61,0.38,758.99
07/03/2014 06:00:00,27.00,7.51,59.00,1.90,9.10,1.59,0.11,0.03,0.65,0.54,843.29
07/03/2014 09:00:00,28.10,7.43,60.00,2.80,8.24,2.92,0.11,0.03,0.61,0.47,808.66
07/03/2014 12:00:00,29.50,7.88,61.00,1.00,7.62,2.37,0.10,0.03,0.71,0.53,925.17
07/03/2014 15:00:00,29.50,7.90,65.00,1.70,7.85,3.22,0.09,0.03,0.69,0.64,980.75
07/03/2014 18:00:00,29.20,8.02,59.00,1.40,7.55,2.33,0.09,0.03,0.69,0.75,1094.32
07/03/2014 21:00:00,28.00,7.87,65.00,1.70,7.82,3.88,0.10,0.03,0.63,0.68,1404.41
07/04/2014 00:00:00,27.30,7.82,65.00,1.40,7.10,3.14,0.10,0.03,0.66,0.94,1244.13
07/04/2014 03:00:00,27.20,7.64,61.00,3.10,7.52,2.25,0.09,0.03,0.70,4.84,1268.29
07/04/2014 06:00:00,27.20,7.47,60.00,1.30,6.92,1.92,0.09,0.03,0.76,4.91,1239.29
07/04/2014 09:00:00,29.00,7.47,61.00,3.10,7.46,2.05,0.10,0.03,0.68,5.11,1192.04
07/04/2014 12:00:00,30.50,7.88,65.00,0.70,7.18,3.10,0.09,0.03,0.81,5.02,1429.38
07/04/2014 15:00:00,30.50,8.05,68.00,1.50,7.59,4.05,0.09,0.03,0.78,5.34,1591.81
07/04/2014 18:00:00,29.20,7.96,63.00,1.60,7.48,2.57,0.08,0.03,0.88,6.14,1583.21
07/04/2014 21:00:00,28.40,7.79,62.00,2.40,7.79,2.62,0.09,0.03,0.82,6.32,1603.89
07/05/2014 00:00:00,28.20,7.81,61.00,1.30,7.09,2.14,0.08,0.03,0.87,5.80,2220.04
07/05/2014 03:00:00,27.90,7.79,61.00,3.00,6.87,2.12,0.08,0.03,0.80,5.30,1741.62
07/05/2014 06:00:00,27.70,7.58,61.00,1.60,6.87,2.28,0.09,0.03,0.81,5.96,2304.35
07/05/2014 09:00:00,29.10,7.49,62.00,2.70,6.69,2.09,0.09,0.03,0.80,4.68,1585.63
07/05/2014 12:00:00,30.60,8.00,64.00,1.70,6.63,1.96,0.09,0.03,0.88,4.72,2437.51
07/05/2014 15:00:00,31.20,8.11,64.00,1.70,6.59,2.34,0.09,0.03,0.78,4.80,1801.76
07/05/2014 18:00:00,30.10,7.98,65.00,2.00,6.39,3.35,0.08,0.03,0.83,4.74,2310.79
07/05/2014 21:00:00,28.60,7.83,65.00,1.50,6.22,2.84,0.08,0.03,0.91,4.64,1778.94
07/06/2014 00:00:00,28.20,7.80,64.00,1.50,5.51,2.79,0.08,0.03,0.97,5.06,1861.90
07/06/2014 03:00:00,28.10,7.67,64.00,2.00,5.14,2.13,0.08,0.03,0.86,4.75,1761.75
07/06/2014 06:00:00,28.00,7.62,64.00,0.90,4.91,2.33,0.08,0.03,0.97,5.00,1518.24
07/06/2014 09:00:00,29.20,7.57,65.00,3.40,4.61,1.92,0.09,0.03,0.90,4.93,1703.76
07/06/2014 12:00:00,31.40,7.92,68.00,1.00,,2.78,0.08,0.03,0.92,5.32,1734.64
07/06/2014 15:00:00,32.40,8.33,65.00,2.60,,2.47,0.08,0.03,0.90,5.21,2379.52
07/06/2014 18:00:00,30.90,8.42,65.00,1.90,,2.92,0.08,0.03,0.88,5.06,1717.45
07/06/2014 21:00:00,29.20,7.96,69.00,2.70,,3.06,0.08,0.03,1.00,5.09,2527.72
07/07/2014 00:00:00,28.30,7.77,68.00,1.50,,2.82,0.08,0.03,0.86,5.34,2028.89
07/07/2014 03:00:00,27.80,7.78,67.00,5.00,,2.55,0.08,0.03,1.04,5.66,2082.85
07/07/2014 06:00:00,28.00,7.59,64.00,1.10,,2.17,0.08,0.03,1.00,5.17,1553.95
07/07/2014 09:00:00,29.80,7.57,67.00,2.00,,3.14,0.09,0.03,0.88,6.55,1650.87
07/07/2014 12:00:00,32.00,7.97,68.00,2.00,,3.55,0.08,0.03,1.02,5.64,1544.02
07/07/2014 18:00:00,30.00,7.63,61.00,0.30,6.37,2.60,0.08,0.03,0.98,4.28,1149.35
07/07/2014 21:00:00,28.70,7.25,64.00,4.30,5.13,2.62,0.07,0.03,0.98,4.08,1095.39
07/08/2014 00:00:00,27.80,6.94,64.00,7.00,6.57,2.48,0.07,0.03,1.02,4.03,1293.53
07/08/2014 03:00:00,27.60,7.20,63.00,5.60,4.88,2.31,0.07,0.03,1.04,4.03,854.30
07/08/2014 06:00:00,27.90,7.12,63.00,3.80,6.06,1.86,0.08,0.03,0.94,4.04,1056.73
07/08/2014 09:00:00,29.20,7.14,64.00,5.70,4.03,2.36,0.07,0.03,0.97,4.01,754.16
07/08/2014 12:00:00,31.60,7.35,66.00,5.00,4.13,2.03,0.07,0.03,1.03,4.02,879.53
07/08/2014 15:00:00,32.30,7.81,66.00,5.80,5.11,2.68,0.07,0.03,0.99,0.21,1276.34
07/08/2014 18:00:00,31.10,7.98,65.00,1.00,5.30,2.15,0.07,0.03,0.94,0.25,1018.34
07/08/2014 21:00:00,29.00,7.77,68.00,4.10,5.92,2.43,0.06,0.03,0.98,0.16,817.25
07/09/2014 00:00:00,28.30,7.58,69.00,3.10,4.93,2.16,0.06,0.03,1.04,0.14,639.51
07/09/2014 03:00:00,27.90,7.40,66.00,3.70,4.42,2.12,0.07,0.03,1.08,0.13,620.45
07/09/2014 06:00:00,28.10,7.35,64.00,4.10,4.91,2.17,0.08,0.03,1.05,0.15,850.00
07/09/2014 09:00:00,30.00,7.29,65.00,3.80,4.55,1.92,0.07,0.03,0.96,0.14,553.33
07/09/2014 12:00:00,32.70,7.47,67.00,3.60,5.27,1.93,0.07,0.03,1.07,0.24,855.64
07/09/2014 15:00:00,33.20,8.09,68.00,2.30,5.21,2.53,0.07,0.03,0.94,0.20,803.02
07/10/2014 21:29:00,,,,,,,,,,,
07/10/2014 22:57:00,,,,,,,,,,,
07/10/2014 22:59:00,,,,,,,,,,,
07/10/2014 23:09:00,,,,,,,,,,,
07/10/2014 23:19:00,,,,,,,,,,,
07/10/2014 23:29:00,,,,,,,,,,,
07/10/2014 23:39:00,,,,,,,,,,,
07/10/2014 23:49:00,,,,,,,,,,,
07/10/2014 23:59:00,,,,,,,,,,,
07/11/2014 00:00:00,,,,,,,,,,,
07/11/2014 00:09:00,,,,,,,,,,,
07/11/2014 00:19:00,,,,,,,,,,,
07/11/2014 00:29:00,,,,,,,,,,,
07/11/2014 00:39:00,,,,,,,,,,,
07/11/2014 00:49:00,,,,,,,,,,,
07/11/2014 00:59:00,,,,,,,,,,,
07/11/2014 01:09:00,,,,,,,,,,,
07/11/2014 01:19:00,,,,,,,,,,,
07/11/2014 01:29:00,,,,,,,,,,,
07/11/2014 03:00:00,28.70,7.00,67.00,1.90,5.10,0.25,0.07,0.05,1.03,0.14,924.10
07/11/2014 06:00:00,28.70,7.06,66.00,1.90,4.92,0.25,0.07,0.03,1.04,0.18,633.34
07/11/2014 09:00:00,30.80,7.05,68.00,5.50,6.00,0.25,0.07,0.03,1.05,0.19,725.43
07/11/2014 12:00:00,33.70,7.47,66.00,3.30,5.95,0.25,0.07,0.03,0.97,0.25,855.10
07/11/2014 15:00:00,33.90,8.18,65.00,5.20,6.68,3.20,0.09,0.03,1.09,0.48,1206.81
07/11/2014 18:00:00,30.40,8.39,74.00,3.10,6.36,3.68,0.08,0.03,1.10,0.59,1422.40
07/11/2014 21:00:00,29.00,7.57,75.00,4.60,6.29,2.99,0.07,0.05,1.16,0.27,850.27
07/12/2014 00:00:00,28.80,7.21,72.00,4.80,5.70,2.52,0.07,0.05,1.10,0.20,796.57
07/12/2014 03:00:00,28.90,7.10,69.00,4.20,6.13,1.99,0.06,0.03,1.05,0.19,625.82
07/12/2014 06:00:00,28.90,7.07,70.00,0.10,5.59,2.41,0.06,0.03,1.14,0.27,754.69
07/12/2014 09:00:00,30.90,7.14,70.00,2.20,6.43,1.82,0.07,0.03,1.15,0.30,804.63
07/12/2014 12:00:00,32.50,7.51,72.00,4.50,6.00,2.60,0.07,0.03,1.11,0.24,748.52
07/12/2014 15:00:00,33.90,8.05,64.00,1.90,7.03,3.45,0.09,0.03,1.14,0.72,1678.26
07/12/2014 18:00:00,31.90,8.48,73.00,5.60,6.81,3.87,0.08,0.03,1.07,0.60,1588.85
07/12/2014 21:00:00,30.20,7.95,73.00,4.00,6.93,2.79,0.06,0.03,1.05,0.37,1359.84
07/13/2014 00:00:00,29.50,7.39,73.00,4.30,6.35,2.61,0.06,0.03,1.06,0.33,1065.59
07/13/2014 03:00:00,29.10,7.22,73.00,3.60,6.82,2.00,0.06,0.03,1.16,0.29,928.66
07/13/2014 06:00:00,29.00,7.09,72.00,3.60,6.22,1.81,0.07,0.03,1.02,0.33,1137.00
07/13/2014 09:00:00,31.80,7.23,70.00,4.00,6.79,2.00,0.07,0.03,1.04,0.35,1735.44
07/13/2014 12:00:00,32.90,7.65,72.00,3.50,6.34,3.12,0.07,0.03,1.06,0.41,1380.24
07/13/2014 15:00:00,34.10,7.97,67.00,4.30,6.78,2.44,0.07,0.03,1.06,0.51,1795.31
07/13/2014 18:00:00,32.20,8.21,72.00,7.00,7.35,2.90,0.06,0.03,1.01,0.50,1746.99
07/13/2014 21:00:00,30.50,7.86,73.00,4.80,7.23,2.89,0.06,0.03,1.02,0.49,1752.09
07/14/2014 00:00:00,30.10,7.37,73.00,4.30,6.88,2.86,0.06,0.03,1.03,0.45,1814.37
07/14/2014 03:00:00,29.40,7.29,72.00,4.90,,2.22,0.05,0.03,1.01,0.38,3184.69
07/14/2014 06:00:00,29.30,7.18,72.00,3.30,,2.16,0.06,0.03,1.11,0.41,1772.49
07/14/2014 09:00:00,29.30,7.26,76.00,3.20,6.61,2.49,0.07,0.03,1.03,0.37,3906.35
07/14/2014 12:00:00,29.80,7.60,74.00,1.60,6.26,2.28,0.06,0.03,1.16,0.28,986.39
07/14/2014 15:00:00,30.90,7.83,75.00,4.30,6.02,1.95,0.06,0.03,1.15,0.31,832.82
07/14/2014 18:00:00,29.30,7.77,74.00,2.50,5.70,2.09,0.06,0.03,1.07,0.25,725.16
07/14/2014 21:00:00,28.70,7.60,74.00,7.00,5.95,1.96,0.07,0.05,1.13,0.38,757.38
07/15/2014 00:00:00,28.40,7.51,74.00,1.40,5.70,2.02,0.07,0.06,1.09,0.27,714.42
07/15/2014 03:00:00,28.40,7.45,75.00,1.70,6.04,1.74,0.07,0.07,1.18,0.33,676.56
07/15/2014 06:00:00,28.50,7.43,78.00,0.70,5.97,2.49,0.07,0.05,1.15,0.31,616.69
07/15/2014 09:00:00,30.30,7.68,79.00,4.90,5.83,2.18,0.07,0.03,1.14,0.38,579.91
07/15/2014 12:00:00,32.20,7.85,78.00,3.00,5.87,1.87,0.07,0.03,1.25,0.36,693.75
07/15/2014 15:00:00,31.70,7.01,76.00,4.40,6.65,2.46,0.08,0.05,1.14,0.22,1762.02
07/15/2014 18:00:00,29.40,6.55,75.00,1.70,5.38,2.06,0.08,0.05,1.18,0.18,995.25
07/15/2014 21:00:00,29.10,6.93,76.00,3.90,6.05,2.02,0.08,0.06,1.16,0.13,1475.02
07/16/2014 00:00:00,28.90,6.77,76.00,3.00,5.74,2.15,0.09,0.06,1.15,0.13,946.92
07/16/2014 03:00:00,28.90,6.71,75.00,4.10,5.18,1.87,0.08,0.06,1.16,0.12,1056.19
07/16/2014 06:00:00,28.90,6.71,76.00,3.00,5.49,2.76,0.09,0.06,1.14,0.12,894.30
07/16/2014 12:00:00,31.10,7.09,77.00,4.30,7.91,1.98,0.09,0.03,1.15,0.16,1439.85
